source	target
Merle Haggard	Toby Keith
Mervyn Warren	Take 6
Merzbow	Nordvargr
Merzbow	Richard Pinhas
Mest	Prong (band)
Mest	Tony Lovato
Metallica	Slayer
Metallica	Testament (band)
Method Man	Wu-Tang Clan
Methods of Mayhem	Mötley Crüe
Methods of Mayhem	TiLo (rapper)
Methods of Mayhem	Tommy Lee
Metro Boomin	Rae Sremmurd
Metro Boomin	Young Thug
Metro Station (band)	The Ready Set
MF DOOM	Madvillain
MF911	Ultramagnetic MCs
MFSB	Teddy Pendergrass
MGK	Victoria Monet
MGMT	of Montreal
MGMT	Peter Kember
MGMT	Pond (Australian band)
MGMT	Tame Impala
MGMT	The Flaming Lips
MGMT	Yeasayer
MHz Legacy	RJD2
MHz	The Weathermen (hip hop group)
Micah Mattson	Yovee
Michael Angelakos	Passion Pit
Michael Angelakos	Skrillex
Michael Anthony (musician)	Van Halen
Michael Bannister	Texas (band)
Michael Bland	The New Power Generation
Michael Bolton	Robert John "Mutt" Lange
Michael Brecker	Parliament (band)
Michael Brecker	Steps Ahead
Michael Bublé	Naturally 7
Michael Bublé	Nelly Furtado
Michael Bublé	Stacey Solomon
Michael Bublé	Thalía
Michael Clarke (musician)	The Byrds
Michael Cretu	Moti Special
Michael Cretu	Sandra (singer)
Michael Franti	The Beatnigs
Michael Franti	The Disposable Heroes of Hiphoprisy
Michael Gira	Skin (US band)
Michael Gira	Swans (band)
Michael Gira	The Body Lovers / The Body Haters
Michael Gira	World of Skin
Michael Hampton	Parliament (band)
Michael Hedges	Michael Manring
Michael Henderson	Miles Davis
Michael Henderson	Ray Parker Jr.
Michael J. Carrasquillo	Slick Idiot
Michael Jackson	Paul McCartney
Michael Jackson	Rod Temperton
Michael Jackson	Rodney Jerkins
Michael Jackson	Teddy Riley
Michael Jackson	The Jackson 5
Michael Jackson	Timbaland
Michael Mantler	Nick Mason
Michael McDonald (singer)	Patti LaBelle
Michael McDonald (singer)	Steely Dan
Michael McDonald (singer)	The Doobie Brothers
Michael McDonald (singer)	Toto (band)
Michael Nesmith	The Monkees
Michael Nyman Band	Steve Sidwell (musician)
Michael Nyman	Michael Nyman Band
Michael Omartian	Steely Dan
Michael Poulsen	Volbeat
Michael Quercio	The Three O'Clock
Michael Romeo	Symphony X
Michael Rother	Neu!
Michael Salomon	Toby Keith
Michael Schenker Group	Scorpions (band)
Michael Schenker Group	UFO (band)
Michael Schenker	Michael Schenker Group
Michael Schenker	Scorpions (band)
Michael Sembello	Stevie Wonder
Michael Shrieve	Santana (band)
Michael Shuman	Mini Mansions
Michael Shuman	Queens of the Stone Age
Michael Stipe	R.E.M.
Michael Tighe	The A.M.
Michael Ward (musician)	School of Fish
Michael Ward (musician)	The Wallflowers
Michel'le	World Class Wreckin' Cru
Michelle Branch	The Wreckers
Michelle Phillips	The Mamas & the Papas
Michelle Williams (singer)	Monica Arnold
Mick Avory	Rolling Stones
Mick Collins	The Dirtbombs
Mick Collins	The Gories
Mick Farren	The Deviants (band)
Mick Harris	Napalm Death
Mick Harris	Scorn (band)
Mick Harvey	Nick Cave and the Bad Seeds
Mick Harvey	The Birthday Party (band)#Early years and The Boys Next Door (1973–1978)
Mick Head	Shack (band)
Mick Head	The Pale Fountains
Mick Hucknall	Simply Red
Mick Jagger	Nile Rodgers
Mick Jagger	SuperHeavy
Mick Jagger	The Rolling Stones
Mick Jenkins (rapper)	Noname (rapper)
Mick Jenkins (rapper)	Pro Era
Mick Jenkins (rapper)	Saba (artist)
Mick Jones (The Clash guitarist)	The Clash
Mick Schauer	The Bakerton Group
Mick Taylor	The Rolling Stones
Mick Underwood	The Outlaws (UK band)
Mickey Finn's T-Rex	Paul Fenton (musician)
Mickey Finn's T-Rex	T. Rex (band)
Mickey Finn (musician)	Mickey Finn's T-Rex
Micki Free	Micki Free American Horse
Micky Dolenz	The Monkees
Midge Ure	Slik
Mighty Sparrow	Van Dyke Parks
Migos	Peewee Longway
Migos	Rae Sremmurd
Migos	Rich The Kid
Migos	Soulja Boy
Migos	Young Thug
Miguel (singer)	Musiq Soulchild
Miguel (singer)	Salaam Remi
Miguel (singer)	Usher (entertainer)
Miguel (singer)	Wale
Miike Snow	The A.M.
Mikael Åkerfeldt	Opeth
Mikal Cronin	Ty Segall
Mike + The Mechanics	Mike Rutherford
Mike + The Mechanics	Paul Carrack
Mike Badger	The La's
Mike Badger	The Onset
Mike Barone	Supersax
Mike Barson	Suggs (singer)
Mike Bloomfield	Paul Butterfield
Mike Bloomfield	The Electric Flag
Mike Campbell (musician)	Tom Petty and the Heartbreakers
Mike Clark (guitarist)	Suicidal Tendencies
Mike Dente	Roadside Monument
Mike Dirnt	Screeching Weasel
Mike Dirnt	Squirtgun
Mike Dirnt	The Frustrators
Mike Dirnt	The Network
Mike Felumlee	Squirtgun
Mike G	Odd Future
Mike G	OG Ron C
Mike G	The Chopstars
Mike G	Vince Staples
Mike Gordon Band	Phish
Mike Harrison (musician)	Spooky Tooth
Mike Harrison (musician)	The V.I.P.s (band)
Mike Herrera	MxPx
Mike Hurst (producer)	The Springfields
Mike Leblanc	The Hush Sound
Mike Love	The Beach Boys
Mike Mattison	The Derek Trucks Band
Mike McColgan	Street Dogs
Mike Mills	R.E.M.
Mike Muir	No Mercy (metal band)
Mike Muir	Suicidal Tendencies
Mike Patton	Mr. Bungle
Mike Patton	Naked City (band)
Mike Patton	Peeping Tom (band)
Mike Patton	Rahzel
Mike Patton	Tomahawk (band)
Mike Patton	Zu (band)
Mike Portnoy	OSI (band)
Mike Post	The Murmaids
Mike Reid (singer)	Ronnie Milsap
Mike Scaccia	Ministry (band)
Mike Shinoda	Steve Aoki
Mike Shinoda	Styles of Beyond
Mike Shipley	Nickelback
Mike Shipley	Prefab Sprout
Mike Shipley	Ratt
Mike Shipley	Shania Twain
Mike Shipley	Splender
Mike Shipley	Thomas Dolby
Mike Shipley	Tim McGraw
Mike Skinner (musician)	The Streets
Mike Smith (Dave Clark Five)	The Dave Clark Five
Mike Stern	Mike Stern Group
Mike Stern	Yellowjackets
Mike Stud	Moosh and Twist
Mike Watt	Minutemen (band)
Mike Whigham (musician)	The Primates
Mike Will Made It	Miley Cyrus
Mike Will Made It	Rae Sremmurd
Mike Will Made It	Rick Ross
Mike Will Made It	Ty Dolla Sign
Mike Will Made It	Wiz Khalifa
Mikey Welsh	The Kickovers
Mikey Welsh	Weezer
Miki Howard	Side Effect
Miki Howard	Vesta Williams
Mikis Theodorakis	Milva
Mila J	Ty Dolla Sign
Miles Davis	Miles Davis Quintet
Miles Davis	Reggie Lucas
Miles Davis	Shirley Horn
Miles Davis	Tony Williams (drummer)
Miles Kane	Paul Weller
Miles Kane	Professor Green
Miles Kane	The Last Shadow Puppets
Miles Kane	The Little Flames
Miles Kane	The Rascals (English band)
Miley Cyrus	Sheryl Rubio
Miley Cyrus	The Flaming Lips
Milk 'N' Cookies	Neo (UK band)
Millionaire (band)	Tim Vanhamel
Milt Jackson	Modern Jazz Quartet
Milt Jackson	Thelonious Monk
Milva	Ástor Piazzolla
Milva	Shinji Tanimura
Milva	Thanos Mikroutsikos
Milva	Vangelis
Mimi Fariña	Pete Sears
Mimi Fariña	Richard Fariña
Mimi Fariña	Tom Jans
Mindless Behavior	Tyga
Mini Mansions	Queens of the Stone Age
Ministry (band)	Nine Inch Nails
Ministry (band)	Pailhead
Ministry (band)	Pigface
Ministry (band)	Prong (band)
Ministry (band)	PTP (band)
Ministry (band)	Revolting Cocks
Ministry (band)	Rigor Mortis (band)
Ministry (band)	Skinny Puppy
Ministry (band)	Soulfly
Ministry (band)	The Blackouts
Ministry (band)	Trent Reznor
Minnie Riperton	The Emotions
Minutemen (band)	The Reactionaries
Minutemen (band)	The Stooges
Miranda Lambert	Pistol Annies
Miri Ben-Ari	Nina Sky
Miri Ben-Ari	Subliminal (rapper)
Miri Ben-Ari	Tarkan (singer)
Miri Ben-Ari	Wyclef Jean
Miriam Bryant	Natalia Kills
Misfits (band)	Richard Hell and the Voidoids
Misfits (band)	Soulfly
Misfits (band)	The Undead
Missing Persons (band)	Terry Bozzio
Missy Elliott	Mýa
Missy Elliott	Monica (singer)
Missy Elliott	Nelly Furtado
Missy Elliott	Sista
Missy Elliott	Static Major
Missy Elliott	Swing Mob
Missy Elliott	Timbaland
Missy Elliott	Timbaland & Magoo
Missy Elliott	Total (group)
Missy Elliott	Tweet (singer)
Missy Higgins	Nick Cave
Missy Higgins	Pete Murray
Missy Higgins	Powderfinger
Missy Higgins	The Waifs
Mistrust (band)	My Sister's Machine
Mitch Dickinson	Unseen Terror
Mitch Harris	Napalm Death
Mitch Mitchell	The Dirty Mac
Mitchell Froom	Tchad Blake
MNEK	Rudimental
MNEK	Zara Larsson
Mobb Deep	Nas
Mobb Deep	Q-Tip (musician)
Mobb Deep	Raekwon
Mobb Deep	Tha Dogg Pound
Mobb Deep	The Alchemist (musician)
Mobb Deep	Tony Yayo
Mobb Deep	Wu-Tang Clan
Modern Talking	Thomas Anders
Modest Mouse	Seasick Steve
Mohombi	Shaggy (musician)
Molly Hatchet	Molly Hatchet#Personnel
Molly Hatchet	Outlaws (band)
Molly Hatchet	The Danny Joe Brown Band
Molly Hatchet#Personnel	Molly Hatchet#Personnel
Molly Hatchet#Personnel	The Danny Joe Brown Band
Monaco (band)	New Order (band)
Monaco (band)	Peter Hook
Mondo Generator	Nick Oliveri
Mondo Generator	Queens of the Stone Age
Mongo Santamaría	Tito Puente
Monica (entertainer)	Rocko (rapper)
Monica (entertainer)	Rodney Jerkins
Monica (singer)	Rico Love
Monks of Doom	Victor Krummenacher
Monte Yoho	Outlaws (band)
Montgomery Brothers	The Mastersounds
Montgomery Brothers	Wes Montgomery
Montrose (band)	Ronnie Montrose
Montrose (band)	Van Halen
Monty Budwig	Supersax
Moondog One	The Smiths
Mooseman	The Trolls
Moosh and Twist	Pryde
Morbid Angel	Terrorizer
Morbid Angel	Trey Azagthoth
Morbid Angel	World Under Blood
Morgan Kibby	The Romanovs (band)
Morgan Page	Nadia Ali
Morgan Page	Sultan & Shepard
Morgan Page	Tegan and Sara
Morphic (band)	Thirty Seconds to Mars
Morris Day	Prince (musician)
Morris Day	The Time (band)
Morrissey	Nancy Sinatra
Morrissey	Slaughter & The Dogs
Morrissey	Suggs (singer)
Morrissey	The Nosebleeds
Morrissey	The Smiths
Morten Harket	Pet Shop Boys
Mortician (band)	Will Rahmer
Motörhead	Pink Fairies
Motörhead	The Damned (band)
Motörhead	The Head Cat
Moth (band)	The Offspring
Mother Love Bone	Pearl Jam
Mother Love Bone	Temple of the Dog
MOTi	Tiësto
MOTi	W&W
Mott the Hoople	Pete Overend Watts
Mott the Hoople	Queen (band)
Mourning Widows	Nuno Bettencourt
Moving Hearts	Planxty
Moving Sidewalks	ZZ Top
Mozez	Zero 7
Mr Probz	Professor Green
Mr Raw Nwanne	Phyno
Mr. Bungle	Secret Chiefs 3
Mr. Bungle	Tomahawk (band)
Mr. Collipark	Ying Yang Twins
Mr. Dalvin	Timbaland
Mr. DJ	OutKast
Mr. Mister	Pages (band)
Mr. Mister	Pat Mastelotto
Mr. Mister	Richard Page (musician)
Mr. Mister	Third Matinee
Mr. Oizo	Sebastian (French musician)
Mr. Oizo	Uffie
Mr. Porter	Obie Trice
Mr. Porter	Tony Yayo
Mt. Desolation	Tim Rice-Oxley
Mt. Helium	Ontronik Khachaturian
Mt. Helium	System of a Down
Mt. Helium	VoKee
Mudcrutch	Tom Petty
Mudcrutch	Tom Petty and the Heartbreakers
Muki (jazz duo)	Sophie Barker
Mulan Jameela	Ne-Yo
Mulan Jameela	Ratu (musical group)
Murder, Inc. (band)	Prong (band)
Murphy Lee	Nelly
Muscle Shoals Rhythm Section	Spooner Oldham
Muscle Shoals Rhythm Section	Traffic (band)
Muse (band)	Nero (band)
Muse (band)	Robert John "Mutt" Lange
Mutya Buena	Mutya Keisha Siobhan
Mutya Buena	Sugababes
Mutya Keisha Siobhan	Siobhán Donaghy
Mutya Keisha Siobhan	Sugababes
MxPx	Simple Plan
My Bloody Valentine (band)	Primal Scream
My Brightest Diamond	Shara Nova
My Brightest Diamond	Sufjan Stevens
My Chemical Romance	Pencey Prep
My Chemical Romance	Reggie and the Full Effect
My Sister's Machine	Nick Pollock
My Sister's Machine	Sleze
My Sister's Machine	Soulbender
My Sister's Machine	Tanks of Zen
Mylon LeFevre	The LeFevres
MzVee	Shatta Wale
MzVee	Shaydee
MzVee	Stonebwoy
N-Dubz	Skepta
N-Dubz	Tinchy Stryder
N.E.R.D	Pharrell Williams
N.E.R.D	The Neptunes
N.W.A	Snoop Dogg
N.W.A	The D.O.C.
N.W.A	World Class Wreckin' Cru
Nação Zumbi	Soulfly
Nadia Ali	iiO (dance group)
Nadia Ali	Sultan & Shepard
Nadine Coyle	Natasha Bedingfield
Nadine Coyle	Six (band)
Nadine Coyle	Sugababes
Naeto C	Yung6ix
Nailbomb	Sepultura
Nailbombs	Stuart Cable
Naked Eyes	Pete Byrne
Naked Eyes	Rob Fisher
Naked Raygun	Pegboy
Naked Raygun	Santiago Durango
Nancy Wilson (jazz singer)	Ramsey Lewis
Naomi Judd	The Judds
Napalm Death	Scorn (band)
Napalm Death	Shane Embury
Napalm Death	Terrorizer
Napalm Death	Unseen Terror
Napalm Death	Venomous Concept
Napalm Death	Volbeat
Nas	Salaam Remi
Nas	The Firm (hip hop group)
Nas	Victoria Monet
Nasty C	Tumi Molekane
Natasha Bedingfield	Nikola Rachelle
Natasha Bedingfield	Simple Plan
Nate Albert	The Kickovers
Nate Albert	The Mighty Mighty Bosstones
Nate Dogg	Obie Trice
Nate Dogg	Shade Sheist
Nate Dogg	Snoop Dogg
Nate Dogg	Tha Dogg Pound
Nate Dogg	Thug Life
Nate Dogg	Tupac Shakur
Nate Dogg	Warren G
Nate Dogg	Westside Connection
Nate Dogg	Xzibit
Nate Ruess	The Format
Nathan Chapman (record producer)	Taylor Swift
Nathan Chapman (record producer)	The Band Perry
Nathan Leone	The Blank Theory
Nathaniel Fregoso	The Blood Arm
National Arts Centre Orchestra	Pinchas Zukerman
Native Window	Phil Ehart
Naturally 7	Sarah Connor (singer)
Naughty Boy	Professor Green
Naughty Boy	Sam Smith (singer)
Naughty Boy	Tinie Tempah
Naughty Boy	Wiz Khalifa
Naughty by Nature	Queen Latifah
Naughty by Nature	Treach
Naughty By Nature	Treach
Nazz	Rick Nielsen
Nazz	Todd Rundgren
NBA	Tom Morello
Ne-Yo	Nike Ardilla
Ne-Yo	Pitbull (rapper)
Ne-Yo	R. Kelly
Ne-Yo	Rick Ross
Ne-Yo	Rihanna
Ne-Yo	Tim McGraw
Ne-Yo	Timothy Bloom
Neal Matthews, Jr.	The Jordanaires
Neal Schon	Santana (band)
Necro (rapper)	Q-Unique
Necrophagia	Pantera
Nedelle Torrisi	The Curtains
Neil Citron	Quiet Riot
Neil Fallon	The Company Band
Neil Peart	Rush (band)
Neil Tennant	Pet Shop Boys
Neil Young	Pearl Jam
Nellee Hooper	The Wild Bunch (sound system)
Nelly Furtado	Timbaland
Nelly	Simple Plan
Nelly	Tim McGraw
Neo da Matrix	Ruff Ryders
Neo da Matrix	Swizz Beatz
Neon Boys	Richard Hell
Neon Boys	Television (band)
Neon Neon	Super Furry Animals
Nero (band)	Rusko (musician)
Nero (band)	Skream
Nero (band)	Skrillex
Nervo (duo)	Nicky Romero
Neu!	Thomas Dinger
Neu!	Uli Trepte
Neurosis (band)	Red Sparowes
Neurosis (band)	Scott Kelly (musician)
Neurosis (band)	Shrinebuilder
Neurosis (band)	Sleep (band)
Neurosis (band)	Tribes of Neurot
Neurotic Outsiders	Sex Pistols
Neverland (band)	Tomoaki Taka
Nevermore	Sanctuary (band)
Nevermore	Warrel Dane
New Boyz	Sabi (singer)
New Edition	Ralph Tresvant
New Edition	Ricky Bell (singer)
New Found Glory	Steve Klein (musician)
New Order (band)	Peter Hook
New Order (band)	Peter Hook and The Light
New Order (band)	Revenge (UK band)
New Order (band)	The Other Two
New South (band)	Rickey Wasson
New York Dolls	The Heartbreakers
New York Rock and Soul Revue	Steely Dan
Nic Offer	Out Hud
Nic Potter	Van der Graaf Generator
Nicholas Payton	Young Tuxedo Brass Band
Nick & Knight	Nick Carter (musician)
Nick Allbrook	Pond (Australian band)
Nick Allbrook	Tame Impala
Nick Cave and the Bad Seeds	The Birthday Party (band)
Nick Cave	Nick Cave and the Bad Seeds
Nick Cave	The Birthday Party (band)
Nick Cave	The Birthday Party (band)#Early years and The Boys Next Door (1973–1978)
Nick Hexum	Zack Hexum
Nick Jonas	Nick Jonas & the Administration
Nick Jonas	Sage the Gemini
Nick Jonas	Sam Martin (singer)
Nick Jonas	Tove Lo
Nick Lowe	Rockpile
Nick Mason	Pink Floyd
Nick Mason	Profiles
Nick Mason	Robert Wyatt
Nick Massi	The Four Seasons (band)
Nick McCabe	The Verve
Nick Murray (musician)	Thee Oh Sees
Nick Murray (musician)	White Fence (musician)
Nick Oliveri	Vista Chino
Nick Perri	Shinedown
Nick Pollock	Sleze
Nick Pollock	Soulbender
Nick Pollock	Tanks of Zen
Nick St. Nicholas	The Mynah Birds
Nick St. Nicholas	World Classic Rockers
Nick Valensi	Regina Spektor
Nick Valensi	Sia Furler
Nick Valensi	The Strokes
Nickel Eye	Nikolai Fraiture
Nickel Eye	The Strokes
Nickelback	Robert John "Mutt" Lange
Nickey Alexander	The Weirdos
Nicki Minaj	Trey Songz
Nicki Minaj	Tyga
Nicki Minaj	Willow Smith
Nicky Byrne	Westlife
Nicky Hopkins	Screaming Lord Sutch and the Savages
Nicky Hopkins	The Kinks
Nicky Hopkins	the Kinks
Nicky Jam	R.K.M & Ken-Y
Nicky Jam	Yaga & Mackie
Nicky Romero	Nile Rodgers
Nico Muhly	Sufjan Stevens
Nico	Sterling Morrison
Nico	The Velvet Underground
Nicole Beharie	Tink (musician)
Nicole Scherzinger	The Pussycat Dolls
Nicole Scherzinger	Timbaland
Nigel Godrich	Radiohead
Nigel Harrison	Nite City
Nigel Harrison	Silverhead
Nightwish	Pain (musical project)
Nightwish	Tuomas Holopainen
Nikhil Korula	The Nikhil Korula Band
Nikki Sixx	Sixx:A.M.
Nikola Rachelle	Printz Board
Nikolai Fraiture	The Strokes
Nikolaus Bartunek	Picture Atlantic
Nile Rodgers	Pharrell Williams
Nile Rodgers	Pitbull (rapper)
Nile Rodgers	Sister Sledge
Nile Rodgers	Sugarhill Gang
Nile Rodgers	Tensnake
Nile Rodgers	The Honeydrippers
Nina Morić	Ricky Martin
Nine Inch Nails	Option 30
Nine Inch Nails	Pigface
Nine Inch Nails	Saul Williams
Nine Inch Nails	The Innocent (band)
Nine Inch Nails	Trent Reznor
Nino Tempo	Nino Tempo & April Stevens
Nipsey Hussle	TeeFlii
Nipsey Hussle	YG (rapper)
Nirvana (band)	St. Vincent (musician)
Nirvana (band)	Sweet 75
Nite City	The Doors
Nitin Sawhney	Taio Cruz
Nivek Ogre	ohGr
Nivek Ogre	Skinny Puppy
Niyola	Sasha P
Niyola	Wizkid (musician)
NKOTBSB	New Kids on the Block
NKOTBSB	Nick Carter (musician)
NME	Trent Reznor
No-Man	Porcupine Tree
No-Man	Tim Bowness
No Doubt	P!nk
No Doubt	Starpool
No I.D.	Vince Staples
No Malice	Re-Up Gang
No Mercy (metal band)	Suicidal Tendencies
No Plan B (band)	Roger Daltrey
No Plan B (band)	The Who
Noël Akchoté	Sebastian (French musician)
Noah "40" Shebib	Vinylz
Noah Shebib	Stwo
Noel Gallagher's High Flying Birds	Oasis (band)
Noel Gallagher's High Flying Birds	Smokin' Mojo Filters
Noel Gallagher's High Flying Birds	The Zutons
Noel Gallagher	Noel Gallagher's High Flying Birds
Noel Gallagher	Oasis (band)
Noel Gallagher	Paul Weller
Noel Gallagher	Smokin' Mojo Filters
Noel Gallagher	The Chemical Brothers
Noel Gallagher	The Rain (Manchester band)
Noel Redding	The Jimi Hendrix Experience
Noelia	Timbaland
Nokie Edwards	The Ventures
Nonini	P-Unit
Norah Jones	Puss n Boots
Norah Jones	Ravi Shankar
Norah Jones	Ryan Adams
Norah Jones	Seth MacFarlane
Norah Jones	The Little Willies
Norah Jones	Walter Murphy
Norah Jones	Wax Poetic
Noreen O'Donnell	The Frames
Norma Jean (singer)	Porter Wagoner
Norman Brown (guitarist)	Russ Freeman (guitarist)
Norman Cook	Pizzaman (band)
Norman Cook	Riva Starr
Norman Cook	Roland Clark
Norman Cook	The Brighton Port Authority
Norman Cook	The Housemartins
Norman Whitfield	The Temptations
Novel American	Paramore
Nuclear Assault	ShocktaleZ
Nuclear Assault	Stormtroopers of Death
Nuclear Assault	Warrior Soul
Nucleus (band)	Soft Machine
Nuno Bettencourt	Satellite Party
NxWorries	Remy Banks
O'Kelly Isley Jr.	The Isley Brothers
Oasis (band)	Paul Weller
Oasis (band)	Ride (band)
Oasis (band)	The Rain (Manchester band)
Oasis (band)	The Stone Roses
Obie Trice	Stat Quo
Obie Trice	The Alchemist (producer)
Obie Trice	Tony Yayo
Obie Trice	Trey Songz
Obie Trice	Trick-Trick
Obie Trice	Warren G
Obits	Pitchfork (band)
Obits	Rick Froberg
Obituary (band)	Six Feet Under (band)
Obtained Enslavement	Pest (musician)
Ocean Colour Scene	Paul Weller
Ocean Colour Scene	Simon Fowler
Odd Future	Remy Banks
Odd Future	The Internet (band)
Odd Future	The Jet Age of Tomorrow
Odd Future	Trash Talk (band)
Odd Future	Tyler, The Creator
Odd Future	Vince Staples
Of Montreal	Solange Knowles
Of Montreal	The Late B.P. Helium
Of Montreal	The Olivia Tremor Control
OG Ron C	The Chopstars
Ohio Players	Walter Morrison
Oi! the boat records	Rancid (band)
OK Go	Secret Dakota Ring
Ol' Dirty Bastard	Wu-Tang Clan
Olamide	Phyno
Olamide	Seyi Shay
Olamide	Tiwa Savage
Old Funeral	Olve Eikemo
Old Man's Child	Old Man's Child#Band members
Old Man's Child#Band members	Old Man's Child#Band members
Oleta Adams	Tears for Fears
Oliver Heldens	Sander van Doorn
Om (band)	Shrinebuilder
Om (band)	Sleep (band)
Omar Rodríguez-López	Red Hot Chili Peppers
Omar Rodriguez Lopez Group	Omar Rodríguez-López
Omar Rodriguez Lopez Group	The Mars Volta
Omarion	Rick Ross
Omarion	Tank (American singer)
Omarion	Ty Dolla Sign
Omarion	Wale (rapper)
One Day as a Lion	Zack de la Rocha
One Direction	Zayn Malik
One Minute Silence	earthtone9
One World Project	Robin Gibb
OneRepublic	Ryan Tedder
OneRepublic	Timbaland
Only Crime	Rise Against
Only Crime	Russ Rankin
Only Crime	Zach Blair
Ontronik Khachaturian	System of a Down
Ontronik Khachaturian	VoKee
Operation Ivy (band)	Rancid (band)
Operator (band)	Puddle of Mudd
Oppressor	Soil (band)
Option 30	Trent Reznor
Order of Ennead	Steve Asheim
Oregon (band)	Paul Winter Consort
Oregon (band)	Ralph Towner
Orgasm Death Gimmick	Rammstein
Orgy (band)	Sexart
Original Soundtracks 1	U2
Oritse Femi	Shatta Wale
Oritse Femi	Yung6ix
Orquestra Was	Was (Not Was)
Orrin Keepnews	Thelonious Monk
Oscar Peterson	Ray Brown (musician)
Oteil Burbridge	Tedeschi Trucks Band
Otis Redding	Sam Cooke
Otis Redding	The Bar-Kays
Otis Williams	The Temptations
Otto Knows	Sebastian Ingrosso
Outlaws (band)	Robert John "Mutt" Lange
Outlawz	Tupac Shakur
Ov Hell	Shagrath
OVO Sound	Popcaan
Owen Pallett	The Mountain Goats
Owen Pallett	the Mountain Goats
Owl City	Sky Sailing
Owl City	Swimming With Dolphins (band)
Owl City	Windsor Airlift
Oysterband	Will Ward (musician)
Oysterhead	Phish
Oysterhead	Primus (band)
Oysterhead	Stewart Copeland
Ozzy Osbourne	Quiet Riot
Ozzy Osbourne	Rob Zombie
P-Square	Tiwa Savage
P-Unit	Sauti Sol
Pablo Cruise	Steve Price (musician)
Pablo Cruise	Stoneground
Paddy Boom	Scissor Sisters
Paddy Glackin	The Bothy Band
Paddy Glackin	Tríona Ní Dhomhnaill
Paddy McAloon	Prefab Sprout
Paddy Moloney	The Chieftains
Pagan Babies (band)	Sugar Babydoll
Page and Plant	Robert Plant
Pages (band)	Richard Page (musician)
Pain (musical project)	Peter Tägtgren
Pake McEntire	Reba McEntire
Panic! at the Disco	Ryan Ross
Panic! at the Disco	The Academy Is...
Panic! at the Disco	The Young Veins
Pantera	Phil Anselmo
Pantera	Southern Isolation
Pantera	Superjoint Ritual
Papa Roach	Pulley (band)
Paper Thin Walls	The Colourist
Par Avion (band)	Tanya Haden
Paramore	Taylor York
Paramore	Zac Farro
Paris Bennett	Sounds of Blackness
Parker Kindred	The A.M.
Parliament-Funkadelic	Red Hot Chili Peppers
